Map: Shrine Ruins | Difficulty: easy | Target: Jagras | Objective: Slay 8 Jagras | Description: Those in-fur-nal Jagras keep messing with my visits to the Shrine Ruins. They're after the offur-ings I bring with me, those rude, blasphemous fiends! Send them running with their tails between their legs!
Map: Elder's Recess | Difficulty: hard | Target: Uragaan, Uragaan | Objective: Hunt 2 Uragaan | Description: Urk, my head is still spinning from what I just saw. We need someone to take out these troublemakers before anyone else gets queasy. Complete this quest for a lot of Armor Spheres!
Map: Arena | Difficulty: hard | Target: Bazelgeuse | Objective: Slay a Bazelgeuse | Description: Only a hunter like you, who has survived the dangers of the New World, can stand tall until the end and show everyone who has a heart that will not succumb to adversity!
Map: Arena | Difficulty: hard | Target: Deviljho | Objective: Slay a Deviljho | Description: We can't lavish any more praise on a hunter such as yourself, who has survived the dangers of the New World. But we do have a quest that will challenge even you, our Sapphire Star!
Map: Ancient Forest | Difficulty: hard | Target: Deviljho | Objective: Hunt a Deviljho | Description: Partner, we're part of the food chain too if you think about it. And that's bad news for us if a Deviljho gets a hankering for a hunter burger! So, let's hunt it down before we're lunch!
Map: Arena | Difficulty: hard | Target: Odogaron, Legiana | Objective: Slay all target monsters | Description: To the hunters who have conquered the New World using everything at your disposal, we salute you with a quest that will show us why they call you the true Sapphire Star!
Map: Arena | Difficulty: hard | Target: Odogaron, Legiana | Objective: Slay all target monsters | Description: To the hunters who have conquered the New World using everything at your disposal, we salute you with a quest that will show us why they call you the true Sapphire Star!
Map: Arena | Difficulty: hard | Target: Odogaron, Legiana | Objective: Slay all target monsters | Description: To the hunters who have conquered the New World using everything at your disposal, we salute you with a quest that will show us why they call you the true Sapphire Star!
Map: Arena | Difficulty: hard | Target: Pink Rathian | Objective: Slay Pink Rathian | Description: They say there's a monster as pink as the cherry blossoms around these parts, is that true!? Let's see who's the strongest, you, me, or that monster! Winner gets a prize!
Map: Arena | Difficulty: hard | Target: Pink Rathian | Objective: Slay Pink Rathian | Description: They say there's a monster as pink as the cherry blossoms around these parts, is that true!? Let's see who's the strongest, you, me, or that monster! Winner gets a prize!
Map: Arena | Difficulty: hard | Target: Pink Rathian | Objective: Slay Pink Rathian | Description: They say there's a monster as pink as the cherry blossoms around these parts, is that true!? Let's see who's the strongest, you, me, or that monster! Winner gets a prize!
Map: Special Arena | Difficulty: hard | Target: Odogaron, Odogaron | Objective: Slay 2 Odogaron | Description: In the monster corner
Map: Arena | Difficulty: hard | Target: Rathalos, Tzitzi-Ya-Ku | Objective: Slay all target monsters | Description: In the monster corner
Map: Elder's Recess | Difficulty: hard | Target: Rathalos, Azure Rathalos | Objective: Hunt all target monsters | Description: Just looking at a Rathalos reminds me of how irrelevant I am compared to the King of the Skies. And I hate it! Help me be famous too! (Increased chance of rare material rewards, special ticket available)
Map: Wildspire Waste | Difficulty: hard | Target: Pink Rathian, Rathian | Objective: Hunt all target monsters | Description: I wouldn't mind going home, but I hate all the royal hubbub that goes with it. Fiver, remind me why I joined the Fifth. (Special ticket and increased rare material rewards)
Map: Wildspire Waste | Difficulty: hard | Target: Azure Rathalos, Dodogama | Objective: Hunt all target monsters | Description: USJ is pleased to present the most EXPLOSIVE show ever! Our twin blue stars will show you a dance like you've never seen before! Complete our challenge, and earn some fantastic armor!
Map: Wildspire Waste | Difficulty: hard | Target: Lavasioth | Objective: Slay Lavasioth | Description: A team has spotted Lavasioth in the Wildspire Waste. I say it's an opportune time to go and have an audience with the infernal emperor, wouldn't you say?
Map: Arena | Difficulty: hard | Target: Nergigante | Objective: Slay Nergigante | Description: To the hunters who have conquered the New World using everything at your disposal, we salute you with a quest that will show us why they call you the true Sapphire Star!
Map: Arena | Difficulty: hard | Target: Anjanath, Odogaron, Rathalos, Lavasioth | Objective: Hunt all target monsters | Description: Legends say in a far off land, a demon hunter in a red coat offed demons with a sickeningly sweet style. How about we make a legend out of you too? If you're interested, jump in.
Map: Arena | Difficulty: hard | Target: Lunastra | Objective: Slay a Lunastra | Description: Only a hunter like you, who has survived the dangers of the New World, can stand tall until the end and show everyone who has the fieriest of hearts!
Map: Arena | Difficulty: hard | Target: Lavasioth, Kushala Daora, Nergigante | Objective: Slay all target monsters | Description: We can't lavish any more praise on a hunter such as yourself, who has survived the dangers of the New World. But we do have a quest that will challenge even you, our Sapphire Star!
Map: Arena | Difficulty: hard | Target: Nergigante | Objective: Slay Nergigante | Description: To the hunters who have conquered the New World using everything at your disposal, we salute you with a quest that will show us why they call you the true Sapphire Star!
Map: Arena | Difficulty: hard | Target: Nergigante | Objective: Slay Nergigante | Description: To the hunters who have conquered the New World using everything at your disposal, we salute you with a quest that will show us why they call you the true Sapphire Star!
Map: Arena | Difficulty: hard | Target: Nergigante | Objective: Slay Nergigante | Description: To the hunters who have conquered the New World using everything at your disposal, we salute you with a quest that will show us why they call you the true Sapphire Star!
Map: Arena | Difficulty: hard | Target: Nergigante | Objective: Slay Nergigante | Description: Hah, you've come to fight a real boss of a dragon, eh? Don't worry, I won't say a word about this. You just go and stop that thing with all you've got!
Map: Arena | Difficulty: hard | Target: Nergigante | Objective: Slay Nergigante | Description: Hah, you've come to fight a real boss of a dragon, eh? Don't worry, I won't say a word about this. You just go and stop that thing with all you've got!
Map: Arena | Difficulty: hard | Target: Nergigante | Objective: Slay Nergigante | Description: Hah, you've come to fight a real boss of a dragon, eh? Don't worry, I won't say a word about this. You just go and stop that thing with all you've got!
Map: Elder's Recess | Difficulty: hard | Target: Lunastra | Objective: Slay Lunastra | Description: I was out studying the feeding habits of some seriously cute local fauna whenâ€”WOWZERSâ€”a gigantic blue elder dragon appears! Take care of it so I can get back to research that matters!
Map: Wildspire Waste | Difficulty: hard | Target: Lavasioth, Lunastra | Objective: Slay all target monsters | Description: I don't know how it happened, but we have the chance to observe Lavasioth and Lunastra behavior in the Wildspire Waste! This is something we can't miss! Go see for yourself, but don't get hurt!
Map: Elder's Recess | Difficulty: hard | Target: Lunastra, Lavasioth | Objective: Slay all target monsters | Description: I never thought I'd live to see both the emperor and his empress in one spot. It's only fitting that you have the honor of ending their reign.
Map: Special Arena | Difficulty: hard | Target: Odogaron, Deviljho, Lunastra | Objective: Hunt all target monsters | Description: Had an interestin' fella in a white robe board me ship, looking for passage to the New World. Gave me quite a unique gift as a fee. I bet you can craft something real nice with it. If you can take care of this quest for me, it's all yours!
Map: Coral Highlands | Difficulty: hard | Target: Kulve Taroth | Objective: Repel Kulve Taroth | Description: The mother goddess has appeared again, but now that we have the Fifth here, we can finally complete the investigation that we started decades ago! We're counting on you kids!
Map: Jungle | Difficulty: hard | Target: Zorah Magdaros | Objective: Guide Zorah Magdaros | Description: My home was in the path of Zorah Magdaros, and the result was tragic. Now I'm with the Fifth, and I need your help to make sure our operation is a success! I must avenge my hometown!
Map: Elder's Recess | Difficulty: hard | Target: Behemoth | Objective: Slay a Behemoth | Description: Another Behemoth has appeared in the Elder's Recess and is even more dangerous than the last! Summon other adventurers and quell the beast! (Extremely difficult! Rewards
Map: Elder's Recess | Difficulty: hard | Target: Nergigante, Lunastra, Lavasioth | Objective: Slay all target monsters | Description: I finally got permission from Botanical Research to go out in the field. My partners and I stumbled upon a Lavasioth, Lunastra AND Nergigante! My luck freakin' sucks! I need a nap...
Map: Elder's Recess | Difficulty: hard | Target: Bazelgeuse | Objective: Hunt Bazelgeuse | Description: Our guys spotted that big, ugly flying nuisance in the Elder's Recess! Get your gear, we need you out here ASAP! (Bonus HR points rewarded upon completion.)
Map: Ancient Forest | Difficulty: hard | Target: Anjanath, Azure Rathalos | Objective: Hunt all target monsters | Description: In my day, we didn't need these Scoutflies to track down monsters, but this is the New World... I've located some interesting monsters for you. Go get them. (Bonus HR points rewarded upon completion.)
Map: Coral Highlands | Difficulty: hard | Target: Pink Rathian, Legiana | Objective: Hunt all target monsters | Description: Hey, I came across a couple of truly terrifying monsters in the Coral Highlands. Thought you might be interested! (Bonus HR points rewarded upon completion.)
Map: Elder's Recess | Difficulty: hard | Target: None | Objective: Deliver 10 Blue Beryl | Description: While gathering samples out in the field, I noticed a number of rare tracks. I'll need a capable hunter to get the remainder of my samples, plus gather these tracks!
Map: Ancient Forest | Difficulty: hard | Target: None | Objective: Deliver 10 Gourmet Shroomcap | Description: While gathering samples out in the field, I noticed a number of rare tracks. I need a capable hunter to investigate these tracks, plus gather the rest of my samples!
Map: Special Arena | Difficulty: hard | Target: Nergigante | Objective: Slay Nergigante | Description: In the monster corner
Map: Arena | Difficulty: hard | Target: Bazelgeuse, Uragaan | Objective: Slay all target monsters | Description: In the monster corner
Map: Rotten Vale | Difficulty: hard | Target: Lunastra | Objective: Slay Lunastra | Description: During my research, I came across a river. Just as I was about to swim across, I spotted some kind of supernatural light. Its existence defied all explanation. Help me unravel this mystery.
Map: Rotten Vale | Difficulty: hard | Target: Lunastra | Objective: Slay Lunastra | Description: Once more, I want to see that source of energy. The one born of light that has beckoned us all here to the New World. Let us embark on this journey once again if you are ready.
Map: Elder's Recess | Difficulty: hard | Target: Deviljho | Objective: Hunt a Deviljho | Description: We've discovered an insanely fierce Deviljho! It seems the cause of his bad mood is his diet of Streamstones. Quell the beast, and take those Streamstones for yourself!
Map: Coral Highlands | Difficulty: hard | Target: Kulve Taroth | Objective: Repel Kulve Taroth | Description: The old girl is back and stronger than ever, this time dressed to the nines in a glittering white gold coat! With the First and Fifth working together, we won't let this golden opportunity go to waste!
Map: Elder's Recess | Difficulty: hard | Target: Lunastra | Objective: Slay Lunastra | Description: What is TRUE love? *sigh* One must witness the passionate bond between the empress and emperor of flame to truly know. Get too close and surely you'll get burned. Like I did...
Map: Elder's Recess | Difficulty: hard | Target: Nergigante | Objective: Slay Nergigante | Description: I still remember when that thing showed up. I heard horns blaring in my head. It sounded like a song of destruction. I need help with my research, so those horns can stop!
Map: Elder's Recess | Difficulty: hard | Target: Kushala Daora | Objective: Slay Kushala Daora | Description: Kushala's existence reminds us of how great and fearful nature is. But it also reminds us of those who stood up against the beast. Stand tall hunter, and return the skies to blue.
Map: Elder's Recess | Difficulty: hard | Target: Lavasioth | Objective: Slay Lavasioth | Description: When I first fought a Lavasioth back in the Old World, my fear washed over me, but it gave me the fire to fight. But now I realized it's calmness, not fear, that you need to slay it.
Map: Coral Highlands | Difficulty: hard | Target: Kirin | Objective: Slay Kirin | Description: At first I thought it was an illusion, staring down at me. That white mist gave me chills I'll never forget. I need your help to confirm my findings.
Map: Rotten Vale | Difficulty: hard | Target: Vaal Hazak | Objective: Slay Vaal Hazak | Description: The truly horrifying things are the ones sleeping in silence, no? But what could it be? The Third Fleet urges you to press on, to lift the curtain off of this mystery and feed our obsession.
Map: Elder's Recess | Difficulty: hard | Target: Lavasioth | Objective: Hunt a Lavasioth | Description: Yo, we got asked to research a monster that no one ever wants to research! You know the one, that big floppy fishy that likes to lounge around in the lava! Yeah, THAT one! (Special ticket rewards)
Map: Ancient Forest | Difficulty: hard | Target: Great Jagras | Objective: Hunt a Great Jagras | Description: So I heard that a hunter had a Great Jagras cornered, but when they went to finish it off, a shadow appeared. What do you think it is? Heh, go out and find out for yourself! (Special ticket rewards)
Map: Elder's Recess | Difficulty: hard | Target: Behemoth | Objective: Slay the Behemoth | Description: A Behemoth has appeared in the Elder's Recess. Conventional methods won't work, call upon other trustworthy hunteâ€” adventurers to help quell the beast!
Map: Ancient Forest | Difficulty: hard | Target: Ancient Kirin | Objective: Slay the Ancient Kirin | Description: A portal appeared in the Ancient Forest, and a strange creature came through it. The beast is called a woodland spirit and it's extremely dangerous. Quest level close to Death March! difficulty in The Witcher 3.
Map: Hoarfrost Reach | Difficulty: easy | Target: None | Objective: Deliver 6 Pearlspring Macaques | Description: Ooooh! My best assistant came to lend me a hand! Think you can catch me some of those fluffy duffy Pearlspring Macaques? For what? Duh! To play withâ€”er, I mean to research of course, you silly hunter! (Special material rewards upon completion.)
Map: Hoarfrost Reach | Difficulty: easy | Target: None | Objective: Deliver 8 Duffel Penguins | Description: You ready to lend me a hand? Oh, goodie! I need you to capture some Duffel Penguins for me. You gotta be quick, though. They'll give you the flipper then you give you the slip! (Special material rewards)
Map: Hoarfrost Reach | Difficulty: easy | Target: None | Objective: Deliver 10 Iceblooms | Description: The Reach is so cold your ears will fall off, or so I heard. Earmuffs would do the trick, or maybe someâ€”!? I got it! Yes, INSPIRATION! To the message boards! (Special material rewards)
Map: Coral Highlands | Difficulty: easy | Target: None | Objective: Deliver 5 Grandfather Mantagrells | Description: You've seen those big Grandfather Mantagrells being all floaty in the air, right? My notes say they're especially weak to sudden shocks. I bet if you use your slinger you can get one for me to play withâ€”I mean study, of course! (Special material rewards)
Map: Wildspire Waste | Difficulty: easy | Target: None | Objective: Deliver 2 Great Whetfish | Description: Not only are those big boys sharp to a fault, if you can haul them here fresh as a daisy, they might be useful as a weapon too! So get on out there and snag some, will ya? (Special material rewards)
Map: Hoarfrost Reach | Difficulty: easy | Target: Beotodus, Beotodus | Objective: Hunt all target monsters | Description: Don't think you can eat 'em and I know gramps would be reel upset if I plopped one down in front of him for supper. But sounds like mighty good fun tangoin' with two tundra trouts! (Increased HR/MR points and special material rewards upon completion.)
Map: Rotten Vale | Difficulty: easy | Target: None | Objective: Deliver 20 Underground Fruit | Description: Those thingsâ€”like felvine, I tell ya! I just can't get enough! If you can go meow-t and get your paws on some more, I'd really a-purr-eciate it! I'll even reward you with lots of bone materials fur your troubles! (Bonus HR/MR points rewarded upon completion.)
Map: Wildspire Waste | Difficulty: easy | Target: Banbaro, Banbaro | Objective: Hunt all target monsters | Description: Some roaming Banbaro have adapted to the Wildspire and are using mounds of mud to attack hunters! Careful out there, everyone! (Bonus HR/MR points rewarded upon completion.)
Map: Wildspire Waste | Difficulty: easy | Target: None | Objective: Deliver 20 Hardfruit | Description: Ah, Hunter! I've caught wind of a delicacy called a Hardfruit, which makes for a delightful snack. It's a bit of a trek, but bring some back for me and I'll reward you with lots of ore! (Bonus HR/MR points rewarded upon completion.)
Map: Wildspire Waste | Difficulty: easy | Target: Black Diablos | Objective: Head to Area 8 | Description: Looks like I'm back in this world again, but where are those two? Guess I better look for them... In this quest, you will get to play as Artemis.
Map: Ancient Forest | Difficulty: easy | Target: Rathalos | Objective: Slay a Rathalos | Description: Why is that thing still alive? I thought we killed it! Does that mean I'm in the...? At any rate, I need to find a way back to my world. In this quest, you will get to play as Artemis.
Map: Coral Highlands | Difficulty: easy | Target: None | Objective: Deliver 8 Light Pearls | Description: I saw those Kelbi eyes glow like a pearl in the dark! Then it struck me. Yes, INSPIRATION! To the message boards! (Special material rewards)
Map: Coral Highlands | Difficulty: easy | Target: Coral Pukei-Pukei | Objective: Capture a Coral Pukei-Pukei | Description: A hunter came by with blueprints for Palico equipment they wanted me to craft. I still have the prints lying around, so if you want one of your own, get me the materials and I'll start workin'. (Special material rewards)
Map: Arena | Difficulty: easy | Target: Nightshade Paolumu | Objective: Hunt a Nightshade Paolumu | Description: The Admiral and Chef managed to capture a Nightshade Paolumu, but something seemed pawfully off. I didn't mention anything to those two, but purrhaps you could take a look, Meowster?
Map: Special Arena | Difficulty: easy | Target: Tobi-Kadachi, Viper Tobi-Kadachi | Objective: Slay all target monsters | Description: In the monster corner
Map: Special Arena | Difficulty: easy | Target: Paolumu, Nightshade Paolumu | Objective: Hunt all target monsters | Description: OK. I, uh, admit that I went a little crazy with the party prep, but I swear I did NOT blow up those balloons. Pop those pests and the Second Fleet Master will hook you up with armor spheres!
Map: Ancient Forest | Difficulty: easy | Target: Anjanath, Banbaro | Objective: Hunt all target monsters | Description: â€”and you know what would be fascinating? Hunting an Anjanath AND a Banbaro at the same time! I would certainly dole out more HR/MR points to any hunter who'd take up that challenge! Yes, can you imagine it, Hunter? Going at it with those two brutesâ€”
Map: Special Arena | Difficulty: easy | Target: Kulu-Ya-Ku, Tzitzi-Ya-Ku, Pukei-Pukei, Coral Pukei-Pukei | Objective: Hunt all target monsters | Description: Yeah, time to get it done! I got an assignment from the scholars to pick up a couple of whatcha-ma-call-sacs. I'm gonna do it all in one go! (Increased HR/MR points upon completion.)
Map: Special Arena | Difficulty: easy | Target: Radobaan, Viper Tobi-Kadachi | Objective: Hunt all target monsters | Description: We were supposed to go out to get some stuff for Analytics, but my partner goofed and went on a different quest! Can you take care of this while I fetch him? Geez...this bozo. (Bonus HR/MR points rewarded upon completion.)
Map: Ancient Forest | Difficulty: easy | Target: Rathian | Objective: Hunt a Rathian | Description: The young miss I work with needs to research some critter in a Rath nest and almost went wearin' an herbivore disguise. Good thing I stopped her before she got swooped up. Could you go hunt that Rathian so she can get her critter fix? (Special material rewards)
Map: Arena | Difficulty: easy | Target: Tobi-Kadachi, Viper Tobi-Kadachi | Objective: Hunt all target monsters | Description: It's so freakin' cold out here that I came up with a design for some warm armor based on a monster! It looks strong, yes, strong indeed! (Special material rewards)
Map: Arena | Difficulty: easy | Target: Nightshade Paolumu, Nargacuga | Objective: Hunt all target monsters | Description: A hunter came by with a blueprint of a weapon they wanted. I still have the prints lying around, so if you want one of your own, get me the materials and I'll start workin'. (Special material rewards)
Map: Arena | Difficulty: easy | Target: Barioth | Objective: Hunt a Barioth | Description: To all hunters who yearn for action in the Arena, this quest is for you! Go head to head with our combatants, and earn special materials to craft weapons! (Special material rewards)
Map: Arena | Difficulty: easy | Target: Tigrex | Objective: Slay a Tigrex | Description: We salute all hunters who have conquered the New World using everything at their disposal. Embark on this quest that will challenge you and may the Sapphire Star light your way!
Map: Elder's Recess | Difficulty: easy | Target: Rathalos, Lavasioth | Objective: Hunt all target monsters | Description: They're everywhere! I can hear the treacherous wings of fire above me, and I can feel the smoldering glare coming from that lava! Help! (Bonus HR/MR points rewarded upon completion.)
Map: Wildspire Waste | Difficulty: easy | Target: Diablos, Nightshade Paolumu | Objective: Hunt all target monsters | Description: Hey, what do you think would happen if a Diablos charged at an inflated Paolumu? I've been thinking about this for way too long and now I can't sleep. Do you think you can find out for me? (Bonus HR/MR points rewarded upon completion.)
Map: Coral Highlands | Difficulty: easy | Target: Legiana, Coral Pukei-Pukei | Objective: Hunt all target monsters | Description: I was SO looking forward to going out on a hunt in a place that's not cold, but it IS cold. FREEZING COLD! And it's wet too! That's it! I am SO done. I'm going home... (Bonus HR/MR points rewarded upon completion.)
Map: Elder's Recess | Difficulty: easy | Target: Uragaan, Glavenus | Objective: Hunt all target monsters | Description: â€”to hunt a Glavenus AND an Uragaan simultaneously, yes! That's the stuff dreams are made of! I'd most certainly dole out extra HR/MR points upon completion to the hunters whoâ€”
Map: Arena | Difficulty: easy | Target: Tigrex, Nargacuga | Objective: Hunt all target monsters | Description: Expect things to get hot and tense in this quest! But don't worry, you'll get your fill of decorations if you come out of this in one piece! (Bonus HR/MR points rewarded upon completion.)
Map: Arena | Difficulty: easy | Target: Tigrex | Objective: Hunt a Tigrex | Description: Yo, Scrawny. This hungover hunter came by sayin' he's seein' things in the Arena. He was so shook up about it that it's made him quit drinkin'. Go check it out for him, will ya? (Special material rewards)
Map: Wildspire Waste | Difficulty: medium | Target: Tigrex | Objective: Hunt all target monsters | Description: No matter how much I chow down, I'm never full. Guess I'm still a growing boy! I need my protein, or maybeâ€”!? I got it! Yes, INSPIRATION! To the message boards! (Special material rewards)
Map: Arena | Difficulty: medium | Target: Anjanath, Fulgur Anjanath | Objective: Slay all target monsters | Description: In the monster corner
Map: Wildspire Waste | Difficulty: medium | Target: Black Diablos, Tigrex | Objective: Hunt all target monsters | Description: Scouts have spotted a couple of highly dangerous monsters speeding across the Wildspire. Head to the locale and take care of both threats! And don't be late! (Increased HR/MR points upon completion)
Map: Ancient Forest | Difficulty: medium | Target: Azure Rathalos, Fulgur Anjanath | Objective: Hunt all target monsters | Description: They say that Anjanaths are built for the forest. They roam it like kings, but now that an Azure Rathalos has showed up, we got a real fight on our hands! (Increased HR/MR points upon completion.)
Map: Rotten Vale | Difficulty: medium | Target: Ebony Odogaron, Acidic Glavenus | Objective: Hunt all target monsters | Description: Two monsters have staked claim to the Rotten Vale, Hunter. But no matter who wins, the Commission loses. We need someone like you to get in there and drive both of them out! (Bonus HR/MR points rewarded upon completion.)
Map: Elder's Recess | Difficulty: medium | Target: Brachydios | Objective: Hunt a Brachydios | Description: Dang, mining is a workout! If I had a cooler pickaxe maybe this wouâ€”...!? I got it! Yes, INSPIRATION! To the message boards! (Special material rewards)
Map: Coral Highlands | Difficulty: medium | Target: Velkhana, Namielle | Objective: Slay all target monsters | Description: This cold reminds me of the Hinterlands, but it drips with an eerie, tranquil smell. This must be looked into, yes? Run along now... (Bonus HR/MR points rewarded upon completion.)
Map: Ancient Forest | Difficulty: medium | Target: Nargacuga | Objective: Hunt a Nargacuga | Description: I dreamt of a man with the grace of an assassin...and ever since,  thinking about what I want to work on next. Ya gotta help me out here! (Upgrades the Assassin's Hood upon first completion.)
Map: Seliana Supply Cache | Difficulty: medium | Target: Velkhana | Objective: Slay a Velkhana | Description: Special delivery from USJ to you
Map: Rotten Vale | Difficulty: medium | Target: Blackveil Vaal Hazak | Objective: Slay a Blackveil Vaal Hazak | Description: We've discovered a strange condition which is horrifyingly unaffected by effluvial resistance! If it's not effluvial buildup, then what is it? Help us, Hunter, and you'll be generously compensated! (Special material rewards)
Map: Arena | Difficulty: medium | Target: Frostfang Barioth | Objective: Hunt a Frostfang Barioth | Description: What a proud figure I must make, sitting here with my arms crossed. But perhaps I should learn the ways of the new generation, starting with the clutch claw? I heard a Gold Melding Ticket would be the prize, heh.
Map: Special Arena | Difficulty: medium | Target: Seething Bazelgeuse | Objective: Hunt a Seething Bazelgeuse | Description: Wooo, that was one GNARLY party! But some, uh, party pooper left all his party poop all over the place... Sorry, Player. Someone's gotta clean up this mess and it ain't me! But if you do, the Second Fleet Master will hook you up with some sweet armor spheres!
Map: Elder's Recess | Difficulty: medium | Target: Savage Deviljho | Objective: Hunt a Savage Deviljho | Description: Perhaps the reason why this type of Deviljho is constantly hunting is that it's lost its ability to feel full? Perhaps I can empathize with its plight. I too, crave... My hunger for knowledge is insatiable! (Bonus HR/MR points rewarded upon completion.)
Map: Special Arena | Difficulty: medium | Target: Kirin, Kushala Daora, Lavasioth | Objective: Slay all target monsters | Description: Thunder. Wind. Fire. Nature's wonders in their purest form. So, we fight purity with purity. Pick your weapon, hunter. And fight. (Bonus HR/MR points rewarded upon completion.)
Map: Ancient Forest | Difficulty: medium | Target: Blackveil Vaal Hazak, Velkhana | Objective: Slay all target monsters | Description: It's cold today, better get a scarf to warm up. I wonder what'll happen if I wrap my heaâ€”...!? I got it! INSPIRATION! To the message boards! (Special material rewards)
Map: Special Arena | Difficulty: medium | Target: Seething Bazelgeuse | Objective: Hunt a Seething Bazelgeuse | Description: Wooo, that was one GNARLY party! But some, uh, party pooper left all his party poop all over the place... Sorry, Player. Someone's gotta clean up this mess and it ain't me! But if you do, the Second Fleet Master will hook you up with some sweet armor spheres!
Map: Arena | Difficulty: medium | Target: Velkhana | Objective: Slay a Velkhana | Description: To the hunters who have survived the dangers of the New World, I hope you can display your full potential one more time. Show them that the Sapphire Star can never be frozen!
Map: Hoarfrost Reach | Difficulty: medium | Target: Banbaro, Barioth, Shrieking Legiana | Objective: Slay all target monsters | Description: We salute all hunters who have conquered the New World using everything at their disposal. Embark on this quest that will challenge you and may the Sapphire Star light your way!
Map: Arena | Difficulty: medium | Target: Namielle | Objective: Slay a Namielle | Description: We salute all hunters who have conquered the New World using everything at their disposal. Embark on this quest that will challenge you and may the Sapphire Star light your way!
Map: Arena | Difficulty: medium | Target: Namielle | Objective: Slay a Namielle | Description: We salute all hunters who have conquered the New World using everything at their disposal. Embark on this quest that will challenge you and may the Sapphire Star light your way!
Map: Arena | Difficulty: medium | Target: Velkhana | Objective: Slay a Velkhana | Description: We salute all hunters who have conquered the New World using everything at their disposal. Embark on this quest that will challenge you and may the Sapphire Star light your way!
Map: Hoarfrost Reach | Difficulty: medium | Target: Frostfang Barioth | Objective: Hunt a Frostfang Barioth | Description: Special delivery from USJ to you
Map: Elder's Recess | Difficulty: hard | Target: Lunastra | Objective: Slay an Lunastra | Description: Lunastra has been sighted in the Elder's Recess. It screams, like an icy dead star that rejects the light. But it's time for the Commission to let the world know of this blazing black abomination!
Map: Elder's Recess | Difficulty: hard | Target: Banbaro, Uragaan, Brachydios, Azure Rathalos, Seething Bazelgeuse | Objective: Hunt all target monsters | Description: The monsters in the Elder's Recess are used to hanging tough, but today they're especially irritated. This could be a huge boon to our research, so suit up and head out!
Map: Hoarfrost Reach | Difficulty: hard | Target: Beotodus, Viper Tobi-Kadachi, Barioth, Shrieking Legiana, Stygian Zinogre | Objective: Hunt all target monsters | Description: The monsters of the Reach tend to keep to themselves, but today they're at each other's throats! This could be a huge boon to our research, so suit up and head out!
Map: Elder's Recess | Difficulty: hard | Target: Stygian Zinogre | Objective: Hunt a Stygian Zinogre | Description: My apologies. I spent years researching monsters, giving everything to the Commission. But I lost everything to THIS one. I need you to step in, for I fear I won't be able to keep my cool. (Bonus HR/MR points rewarded upon completion.)
Map: Coral Highlands | Difficulty: hard | Target: Kulve Taroth | Objective: Slay Kulve Taroth | Description: The mother goddess has reappeared. This time, our objective is to slay her. Get the quest from your handler or the quest board. Stand tall against her fury and return safely!
Map: Ancient Forest | Difficulty: hard | Target: Zinogre | Objective: Hunt a Zinogre | Description: They say lightning never strikes the same place twice, but I wouldn't take my chances here! Get through this in one piece and you'll get your fill of decorations! (Bonus HR/MR points rewarded upon completion.)
Map: Coral Highlands | Difficulty: hard | Target: Ruiner Nergigante | Objective: Slay a Ruiner Nergigante | Description: Scouts have sighted an unusually fierce Ruiner Nergigante out in the field. We need you to investigate. Expect some Great Spiritvein Gems as a reward for your trouble. (Bonus HR/MR points rewarded upon completion.)
Map: Seliana Supply Cache | Difficulty: hard | Target: Kushala Daora | Objective: Slay a Kushala Daora | Description: When I was a young girl, a Kushala Daora passed by our village. We hid in our homes, afraid of what tragedy it might leave in its wake. And now it's here... May this Sealed Feystone be incentive enough for you to put a stop to this tempest.
Map: Seliana Supply Cache | Difficulty: hard | Target: Lavasioth | Objective: Slay a Lavasioth | Description: A blazing sun in a sunless landâ€”I guess every life burns as brightly as it can, no matter where it finds itself. Just like we did those forty years ago... Anyway, I've prepared a Sealed Feystone for after you've laid this sun to rest.
Map: Seliana Supply Cache | Difficulty: hard | Target: Lunastra | Objective: Slay a Lunastra | Description: We've driven the "Blue Flame" into the cold prison of the supply cache, but now it seems to burn brighter than ever in its defiance. Extinguish it before it burns us all, and I'll reward your efforts with a Sealed Feystone.
Map: Elder's Recess | Difficulty: hard | Target: Lunastra | Objective: Slay an Lunastra | Description: Lunastra has been sighted in the Elder's Recess. It seethes, like a burning star that revels in the darkness. But it's time for the Commission to let the world know of this blazing black abomination!
Map: Hoarfrost Reach | Difficulty: hard | Target: Great Jagras | Objective: Slay Great Jagras | Description: We've been tasked with slaying Great Jagras, a monster known only in legends handed-down. This beast will test all of your limits, but I know you'll be ready.
Map: Coral Highlands | Difficulty: hard | Target: Paolumu, Legiana, Coral Pukei-Pukei, Ebony Odogaron, Zinogre | Objective: Hunt all target monsters | Description: The Coral Highlands is relatively peaceful, so it's not every day we see this many monsters duking it out. This could be a huge boon to our research, so suit up and head out!
Map: Hoarfrost Reach | Difficulty: hard | Target: Frostfang Barioth | Objective: Hunt a Frostfang Barioth | Description: We've finally found it! The tree top assassin that controls the frost. "The Last White Knight", they call it. Outmuscling it is out of the question. No, only the most devoted can topple this beast. I await your report, Hunter.
Map: Coral Highlands | Difficulty: hard | Target: Namielle | Objective: Slay a Namielle | Description: My mother used to lead a hunting party and told me once of a story where pleasant weather turned to violent storms, forcing the party back and spoiling a fine expedition. Perhaps the cause was Namielle. I hope your hunt divulges some answers...
